Sample_ID,Object ID,other ID,Genbank ID,Fasta file ID,Fasta_ID_alignment,Long,Lat,Country/Region,Site location,Site ID,Haplogroup,Haplogroup assigned?,Average_Age_YBP,Date_range,Dating_method,Species,Coverage_depth,Coverage_breadth,calculated_sequence_completeness,Source,metadata_source_or_what_i_put_into_mastersheet,Partial,paper link,notes
8-11A,,,KY400155,KY400155,8-11A_Mexico_Paquimé__c__700_A,-107.9552259,30.3740395,Mexico,Paquimé,,A,Y,700,,contextual,human,,,0.02214979782,MoralesArceAmJPhysAnthropol2017,Ana Morales-Arce,"partial, ~666",10.1002/ajpa.23223,
9-16B,,,KY400151,KY400151,9-16B_Mexico_Paquimé__c__700_B,-107.9552259,30.3740395,Mexico,Paquimé,,B,Y,700,,contextual,human,,,0.04031625324,MoralesArceAmJPhysAnthropol2017,Ana Morales-Arce,"partial, ~666",10.1002/ajpa.23223,
CH159-2A,,,KY400158,KY400158,CH159-2A_Mexico_Paquimé__c__700_A,-107.9552259,30.3740395,Mexico,Paquimé,,A,Y,700,,contextual,human,,,0.03343593458,MoralesArceAmJPhysAnthropol2017,Ana Morales-Arce,"partial, ~666",10.1002/ajpa.23223,
I0042,BC11,,,I0042.AG,I0042_Peru_Botigiriayocc_d_700_C1b,-74.843611,-14.275556,Peru,"Botigiriayocc, Laramate, Highlands",,C1b,Y,700,"1215-1280 calCE (820±24 BP, MAMS-12301)",direct_radiocarbon_dating,human,315.410948,,0.9999396463,NakatsukaCell2020,harvard,,,
I12367,57JM,,,I12367.AG,I12367_Argentina_NorthOfTierraDelFuego_d_700_C1c8,-67.65,-53.82,Argentina,"North of Tierra del Fuego, Margen Sur",,C1c8,Y,700,"1200-1300 calCE (895±25 BP, PSUAMS-6686)",direct_radiocarbon_dating,human,1372,,0.9999396463,NakatsukaNatCommun2020,harvard,,,
I2250,SC10_L246_CWS14,,,I2250.AG,I2250_Peru_Chinchawas_c_700_D1,-77.697503,-9.582555,Peru,Chinchawas,,D1,Y,700,1100-1400 CE,contextual,human,374,,0.999818939,NakatsukaCell2020,harvard,,https://www.nature.com/articles/s41586-025-09731-3#data-availability,
I2251,SC10_L247_CWS15,,,I2251.AG,I2251_Peru_Chinchawas_c_700_D1,-77.697503,-9.582555,Peru,Chinchawas,,D1,Y,700,1100-1400 CE,contextual,human,664,,0.999818939,NakatsukaCell2020,harvard,,https://www.nature.com/articles/s41586-025-09731-3#data-availability,
I2264,SC12_L281_CWS13,,,I2264.AG,I2264_Peru_Chinchawas_c_700_D1,-77.697503,-9.582555,Peru,Chinchawas,,D1,Y,700,1100-1400 CE,contextual,human,1940,,0.9998792927,NakatsukaCell2020,harvard,,https://www.nature.com/articles/s41586-025-09731-3#data-availability,
I24248,"P8301 (39, 2014.052.119)",,,I24248.AG,I24248_USA_Guam_c_700_E2a,144.806559,13.519983,USA,"Naton Beach Site (Guam, Tamuning)",,E2a,Y,700,1150-1350 CE,contextual,human,96.83,,0.9925764983,LiuScience2022,harvard,,https://www.nature.com/articles/s41586-025-09731-3#data-availability,
I24249,"P8302 (37, 2014.052.118)",,,I24249.AG,I24249_USA_Guam_c_700_E2a,144.806559,13.519983,USA,"Naton Beach Site (Guam, Tamuning)",,E2a,Y,700,1150-1350 CE,contextual,human,87.25,,0.9878085582,LiuScience2022,harvard,,https://www.nature.com/articles/s41586-025-09731-3#data-availability,
I24580,"P8353 (215, 2014.052.177)",,,I24580.AG,I24580_USA_Guam_c_700_E2,144.806559,13.519983,USA,"Naton Beach Site (Guam, Tamuning)",,E2,Y,700,1150-1350 CE,contextual,human,92.29,,0.9975858531,LiuScience2022,harvard,,https://www.nature.com/articles/s41586-025-09731-3#data-availability,
LAV011,67_11,,,LAV011.A0101.MT1.1,LAV011_St.lucia_Lavoutte_d_698_D1,-60.926,14.091,St.Lucia,Lavoutte,,D1,Y,698,745 - 663 cal BP,direct_radiocarbon_dating,human,80.8548,,1,NageleScience2020,Kathrin Nagele,,https://www.science.org/doi/10.1126/science.aba8697,
I14990,2349 (2),,,I14990.AG,I14990_DominicanRepublic_EdilioCruz_d_697_C1b,-71.2,19.8,Dominican Republic,"Edilio Cruz (northern DR, Puerto Plata, Punta Rucia)",,C1b,Y,697,"1226-1278 calCE (776±19 BP, DSH-7154)",direct_radiocarbon_dating,human,246.4,,0.9994568169,FernandesSirakNature2020,harvard,,doi:10.1038/s41586-020-03053-2,
MW886123,,,MW886123,MW886123,MW886123_Argentina_RoscaYaco__d__696_B2ak1a,-66.2676903,-26.5204933,Argentina,Rosca Yaco,,B2ak1a,Y,696,"906-486 calBP (705 ± 131, MTC 13252)",direct_radiocarbon_dating,human,44.7,,0.9995775243,Angelina Garcia,Angelina Garcia,,https://academic.oup.com/hmg/article/30/13/1200/6226240,
I16176,2512 (114B),,,I16176.AG,I16176_DominicanRepublic_LaCaleta_d_694_A2e,-69.686282,18.450602,Dominican Republic,"La Caleta (southeast coast DR, Santo Domingo, Aeropuerto Santo Domingo)",,A2e,Y,694,"1226-1279 calCE (770±20 BP, PSUAMS-8972)",direct_radiocarbon_dating,human,131.9,,0.9999396463,FernandesSirakNature2020,harvard,,doi:10.1038/s41586-020-03053-2,
PDI008,,,,PDI008.A0101.MT1.1,PDI008_PuertoRico_PasoDelIndio_d_690_A2,-66.382,18.431,Puerto Rico,Paso del Indio,,A2,Y,690,737 - 643 cal BP,direct_radiocarbon_dating,human,94.8,,1.000060354,NageleScience2020,Kathrin Nagele,,https://www.science.org/doi/10.1126/science.aba8697,
I13192,901 (22A),,,I13192.AG,I13192_DominicanRepublic_ElSoco_d_688_D1,-69.187,18.447,Dominican Republic,"El Soco (southeast coast DR, San Pedro de Macorís, Ramón Santana, Playa Nueva Romana)",,D1,Y,688,"1227-1283 calCE (760±20 BP, PSUAMS-7296)",direct_radiocarbon_dating,human,372.7,,0.9999396463,FernandesSirakNature2020,harvard,,doi:10.1038/s41586-020-03053-2,
I8549,S8549.E1.L1,,,I8549,I8549_DominicanRepublic_Andrés_d_688_A2+(64),-69.64,18.44,Dominican Republic,Andrés,"NDRS_M1; NDRS_M1, grave M1",A2+(64),Y,688,"1228-1280 calCE (765±15 BP, PSUAMS-8189)",direct_radiocarbon_dating,human,69.2,,0.9995171706,FernandesSirakNature2020,Daniel Fernandes,,https://www.biorxiv.org/content/10.1101/2020.06.01.126730v1,
I0969,10754A,,,I0969.AG,I0969_Peru_HuacaPucllana_d_685_B2b,-77.033889,-12.111111,Peru,"Huaca Pucllana, Lima",,B2b,Y,685,"1065-1405 calCE (955±65 BP, OxA-31423)",direct_radiocarbon_dating,human,16.5,,0.9991550486,NakatsukaCell2020,harvard,,,
I2242,SC9_L235_BJO249,,,I2242.AG,I2242_Peru_ElBrujo_d_685_C1c,-79.305486,-7.914978,Peru,El Brujo,,C1c,Y,685,"1185-1390 calCE (965±20 BP, PSUAMS-1606)",direct_radiocarbon_dating,human,609,,0.999818939,NakatsukaCell2020,harvard,,https://www.nature.com/articles/s41586-025-09731-3#data-availability,
LAV002,1,,,LAV002.A0101.MT1.1,LAV002_St.lucia_Lavoutte_d_685_A2,-60.926,14.091,St.Lucia,Lavoutte,,A2,Y,685,690 - 675 cal BP,direct_radiocarbon_dating,human,392.0258,,1.000120707,NageleScience2020,Kathrin Nagele,,https://www.science.org/doi/10.1126/science.aba8697,
I1867,"80-28-20/22651.0.1 (Parras, 27)",,,I1867.AG,I1867_Mexico_SanLorenzoCave_d_682_C5b,-100.961,25.421,Mexico,"San Lorenzo Cave (Coahuila, Torreón)",,C5b,Y,682,"1229-1287 calCE (750±20 BP, PSUAMS-1360)",direct_radiocarbon_dating,human,531,,0.999818939,NakatsukaNature2023,harvard,,https://www.nature.com/articles/s41586-025-09731-3#data-availability,
I13196,906 (11),,,I13196.AG,I13196_DominicanRepublic_JuanDolio_d_679_A2,-69.41,18.45,Dominican Republic,"Juan Dolio (southeast coast DR, San Pedro de Macorís)",,A2,Y,679,"1232-1285 calCE (750±15 BP, PSUAMS-8178)",direct_radiocarbon_dating,human,235.6,,0.9999396463,FernandesSirakNature2020,harvard,,doi:10.1038/s41586-020-03053-2,
I14921,S14921.Y1.E1.L1,,,I14921.AG,I14921_Bahamas_EleutheraIsland_d_679_C1b,-76.520014,25.366574,Bahamas,Eleuthera Island (Garden Cave),HBC unknown 2016; Dry cave burial,C1b,Y,679,"1229-1291 calCE (745±20 BP, PSUAMS-7370)",direct_radiocarbon_dating,human,330.5,,0.9998792927,FernandesSirakNature2020,harvard,,https://www.nature.com/articles/s41586-025-09731-3#data-availability,
I15971,2538 (188),,,I15971.AG,I15971_DominicanRepublic_LaCaleta_d_679_A2e,-69.686282,18.450602,Dominican Republic,"La Caleta (southeast coast DR, Santo Domingo, Aeropuerto Santo Domingo)",,A2e,Y,679,"1232-1285 calCE (750±15 BP, PSUAMS-9158)",direct_radiocarbon_dating,human,184.9,,0.999818939,FernandesSirakNature2020,harvard,,doi:10.1038/s41586-020-03053-2,
MARC1492,ERR966317.fastq.gz,,,MARC1492,MARC1492_Canada_RestigoucheRiver_d_676_A2+(64),-66.7125,47.989444,Canada,"Restigouche River, near the town of Atholville in northern New Brunswick, Canada",,A2+(64),Y,676,"1231-1295 calCE (740±20 BP, UCIAMS-107246)",direct_radiocarbon_dating,human,51.7,0.89,0.8919065725,RaghavanScience2015,,,,
I16175,2511 (114A),,,I16175.AG,I16175_DominicanRepublic_LaCaleta_c_675_C1b2,-69.686282,18.450602,Dominican Republic,"La Caleta (southeast coast DR, Santo Domingo, Aeropuerto Santo Domingo)",,C1b2,Y,675,1200-1350 CE,contextual,human,100.5,,0.9996982316,FernandesSirakNature2020,harvard,,doi:10.1038/s41586-020-03053-2,
I16181,2517 (106),,,I16181.AG,I16181_DominicanRepublic_LaCaleta_c_675_C1b2,-69.686282,18.450602,Dominican Republic,"La Caleta (southeast coast DR, Santo Domingo, Aeropuerto Santo Domingo)",,C1b2,Y,675,1200-1350 CE,contextual,human,65.4,,0.9993361096,FernandesSirakNature2020,harvard,,doi:10.1038/s41586-020-03053-2,
I2544,CGC1,,,I2544.AG,I2544_Peru_Charrangochayoc_c_675_B2,-74.25,-14.6,Peru,Charrangochayoc,,B2,Y,675,1100-1450 CE,contextual,human,1080,,0.9998792927,NakatsukaCell2020,harvard,,https://www.nature.com/articles/s41586-025-09731-3#data-availability,
LAV008,29,,,LAV008.A0101.MT1.1,LAV008_St.lucia_Lavoutte_d_675_B2e,-60.926,14.091,St.Lucia,Lavoutte,,B2e,Y,675,638 - 671 cal BP,direct_radiocarbon_dating,human,186.9617,,1.000422476,NageleScience2020,Kathrin Nagele,,https://www.science.org/doi/10.1126/science.aba8697,
I15082,2158 (196B),,,I15082.AG,I15082_DominicanRepublic_LaCaleta_d_673_C1b2,-69.686282,18.450602,Dominican Republic,"La Caleta (southeast coast DR, Santo Domingo, Aeropuerto Santo Domingo)",,C1b2,Y,673,"1266-1290 calCE (735±15 BP, PSUAMS-8202)",direct_radiocarbon_dating,human,320,,0.9999396463,FernandesSirakNature2020,harvard,,doi:10.1038/s41586-020-03053-2,
LAV003,68_7,,,LAV003.A0101.MT1.1,LAV003_St.lucia_Lavoutte_d_672_A2,-60.926,14.091,St.Lucia,Lavoutte,,A2,Y,672,681 - 670 cal BP,direct_radiocarbon_dating,human,111.219,,1.000060354,NageleScience2020,Kathrin Nagele,,https://www.science.org/doi/10.1126/science.aba8697,
ALG004,,,,ALG004.A0101.MT1.1,ALG004_Guadeloupe_AnseÀLaGourde_d_671_C1c,-61.22,16.263,Guadeloupe,Anse à la Gourde,,C1c,Y,671,677 - 665* cal BP,direct_radiocarbon_dating,human,54,,1.000060354,NageleScience2020,Kathrin Nagele,,https://www.science.org/doi/10.1126/science.aba8697,
CK-03,3,PRJEB25445,,CK-03,CK-03_Canada_Lucier_d_667_X2a1c,-83.066667,42.216667,Canada,"Lucier, southwestern Ontario",,X2a1c,Y,667,"1223-1384 calCE (729Â±38 BP, D-AMS-22506)",direct_radiocarbon_dating,human,3.99,,0.3782968194,ScheibScience2018,,,10.1126/science.aar6851,
I17902,"3490 (Trinchera 1, Entierro 2)",,,I17902.AG,I17902_DominicanRepublic_Atajadizo_d_661_A2,-68.61,18.394444,Dominican Republic,"Atajadizo (southeast coast DR, Altagracia, mouth of the Yuma River)",,A2,Y,661,"1275-1300 calCE (705±15 BP, PSUAMS-8973)",direct_radiocarbon_dating,human,157.6,,0.9975858531,FernandesSirakNature2020,harvard,,doi:10.1038/s41586-020-03053-2,
I12967,694 (0000BONE001SADNA),,,I12967.AG,I12967_Curacao_DeSavaan_d_660_D1,-68.9564,12.14553,Curacao,"De Savaan (Dutch Caribbean, Willemstad, C-0021)",,D1,Y,660,"1271-1378 calCE (710±20 BP, PSUAMS-7386)",direct_radiocarbon_dating,human,358.9,,0.9998792927,FernandesSirakNature2020,harvard,,,
I13208,918 (D),,,I13208.AG,I13208_DominicanRepublic_JuanDolio_d_660_A2+(64),-69.41,18.45,Dominican Republic,"Juan Dolio (southeast coast DR, San Pedro de Macorís)",,A2+(64),Y,660,"1271-1378 calCE (710±20 BP, PSUAMS-7354)",direct_radiocarbon_dating,human,440.6,,0.9999396463,FernandesSirakNature2020,harvard,,doi:10.1038/s41586-020-03053-2,
LAV007,58_23A,,,LAV007.A0101.MT1.1,LAV007_St.lucia_Lavoutte_d_659_B2e,-60.926,14.091,St.Lucia,Lavoutte,,B2e,Y,659,727 - 646 cal BP,direct_radiocarbon_dating,human,239.7821,,1.000241415,NageleScience2020,Kathrin Nagele,,https://www.science.org/doi/10.1126/science.aba8697,
LAV010,58_23B,,,LAV010.A0101.MT1.1,LAV010_St.lucia_Lavoutte_d_659_B2e,-60.926,14.091,St.Lucia,Lavoutte,,B2e,Y,659,727 - 646 cal BP,direct_radiocarbon_dating,human,48.8791,,1.000181061,NageleScience2020,Kathrin Nagele,,https://www.science.org/doi/10.1126/science.aba8697,
I24526,"P8333 (19, 2014.052.105)",,,I24526.AG,I24526_USA_Guam_d_656_E2a,144.806559,13.519983,USA,"Naton Beach Site (Guam, Tamuning)",,E2a,Y,656,"1273-1378 calCE (705±20 BP, PSUAMS-11961)",direct_radiocarbon_dating,human,108.4,,0.9988532802,LiuScience2022,harvard,,https://www.nature.com/articles/s41586-025-09731-3#data-availability,
I24530,"P8337 (25b, 2014.052.108)",,,I24530.AG,I24530_USA_Guam_d_656_E1a1b,144.806559,13.519983,USA,"Naton Beach Site (Guam, Tamuning)",,E1a1b,Y,656,"1273-1378 calCE (705±20 BP, PSUAMS-11962)",direct_radiocarbon_dating,human,167.1,,0.9995775243,LiuScience2022,harvard,,https://www.nature.com/articles/s41586-025-09731-3#data-availability,
PAPV118,Pa25,UE118,,PAPV118,PAPV118_Panama_PlazaMayor_d_656_B2b,-79.485603,9.006498,Panama,Plaza Mayor,,B2b,Y,656,1281-1390 Cal 2-sigma (CE),direct_radiocarbon_dating,human,12.1227,,0.9995171706,CapodiferroCell2021,Nicola Migliore,,https://www.cell.com/cell/fulltext/S0092-8674(21)00229-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867421002294%3Fshowall%3Dtrue,
I10126,S10126.E1.L1,,,I10126,I10126_DominicanRepublic_Andrés_d_651_D1,-69.64,18.44,Dominican Republic,Andrés,NDRS_M2B; grave M2B,D1,Y,651,"1192-1005 calBCE (2890±20 BP, PSUAMS-7291)",direct_radiocarbon_dating,human,152,,0.999818939,FernandesSirakNature2020,Daniel Fernandes,,https://www.biorxiv.org/content/10.1101/2020.06.01.126730v1,
I14879,S14879.Y1.E1.L1,,,I14879.AG,I14879_Bahamas_SouthAndrosIsland_d_651_C1b,-77.55,24.1,Bahamas,South Andros Island (Sanctuary Blue Hole),SBH #3; Blue hole burial,C1b,Y,651,"1274-1380 calCE (700±20 BP, PSUAMS-6793)",direct_radiocarbon_dating,human,259.8,,0.9998792927,FernandesSirakNature2020,harvard,,,
ACCH12,III(2),,KJ467562,KJ467562,ACCH12_Peru_Acchaymarca__c__650_C,-72.838007,-15.506145,Peru,Acchaymarca,,C,Y,650,XI-mid-XVI century,contextual,human,,,0.01520912548,BacaAmJPhysAnthropol2014,Mateusz Baca,"partial, ~252",,
ACCH17,V(2),,KJ467563,KJ467563,ACCH17_Peru_Acchaymarca__c__650_C,-72.838007,-15.506145,Peru,Acchaymarca,,C,Y,650,XI-mid-XVI century,contextual,human,,,0.01520912548,BacaAmJPhysAnthropol2014,Mateusz Baca,"partial, ~252",,
ACCH19,VIII(2),,KJ467558,KJ467558,ACCH19_Peru_Acchaymarca__c__650_B,-72.838007,-15.506145,Peru,Acchaymarca,,B,Y,650,XI-mid-XVI century,contextual,human,,,0.01520912548,BacaAmJPhysAnthropol2014,Mateusz Baca,"partial, ~252",,
ACCH20,VIII(2),,KJ467559,KJ467559,ACCH20_Peru_Acchaymarca__c__650_B,-72.838007,-15.506145,Peru,Acchaymarca,,B,Y,650,XI-mid-XVI century,contextual,human,,,0.01520912548,BacaAmJPhysAnthropol2014,Mateusz Baca,"partial, ~252",,
ACCH22,II,,KJ467561,KJ467561,ACCH22_Peru_Acchaymarca__c__650_B,-72.838007,-15.506145,Peru,Acchaymarca,,B,Y,650,XI-mid-XVI century,contextual,human,,,0.01520912548,BacaAmJPhysAnthropol2014,Mateusz Baca,"partial, ~252",,
ACCH3,IV,,KJ467553,KJ467553,ACCH3_Peru_Acchaymarca__c__650_B,-72.838007,-15.506145,Peru,Acchaymarca,,B,Y,650,XI-mid-XVI century,contextual,human,,,0.01520912548,BacaAmJPhysAnthropol2014,Mateusz Baca,"partial, ~252",,
ACCH4,V,,KJ467554,KJ467554,ACCH4_Peru_Acchaymarca__c__650_B,-72.838007,-15.506145,Peru,Acchaymarca,,B,Y,650,XI-mid-XVI century,contextual,human,,,0.01520912548,BacaAmJPhysAnthropol2014,Mateusz Baca,"partial, ~252",,
ACCH6,V,,KJ467555,KJ467555,ACCH6_Peru_Acchaymarca__c__650_B,-72.838007,-15.506145,Peru,Acchaymarca,,B,Y,650,XI-mid-XVI century,contextual,human,,,0.01520912548,BacaAmJPhysAnthropol2014,Mateusz Baca,"partial, ~252",,
ACCH7,VI,,KJ467556,KJ467556,ACCH7_Peru_Acchaymarca__c__650_D,-72.838007,-15.506145,Peru,Acchaymarca,,D,Y,650,XI-mid-XVI century,contextual,human,,,0.01520912548,BacaAmJPhysAnthropol2014,Mateusz Baca,"partial, ~252",,
ACCH8,VI,,KJ467557,KJ467557,ACCH8_Peru_Acchaymarca__c__650_B,-72.838007,-15.506145,Peru,Acchaymarca,,B,Y,650,XI-mid-XVI century,contextual,human,,,0.01520912548,BacaAmJPhysAnthropol2014,Mateusz Baca,"partial, ~252",,
ACCH9,X,,KJ467560,KJ467560,ACCH9_Peru_Acchaymarca__c__650_B,-72.838007,-15.506145,Peru,Acchaymarca,,B,Y,650,XI-mid-XVI century,contextual,human,,,0.01520912548,BacaAmJPhysAnthropol2014,Mateusz Baca,"partial, ~252",,
ANT01,A_I,,KJ467544,KJ467544,ANT01_Peru_Antaura__c__650_B,-72.65,-15.55,Peru,Antaura,,B,Y,650,XII-XV century,contextual,human,,,0.01520912548,BacaAmJPhysAnthropol2014,Mateusz Baca,"partial, ~252",,
ANT04,A_I,,KJ467539,KJ467539,ANT04_Peru_Antaura__c__650_A,-72.65,-15.55,Peru,Antaura,,A,Y,650,XII-XV century,contextual,human,,,0.01520912548,BacaAmJPhysAnthropol2014,Mateusz Baca,"partial, ~252",,
ANT08,A_I,,KJ467545,KJ467545,ANT08_Peru_Antaura__c__650_B,-72.65,-15.55,Peru,Antaura,,B,Y,650,XII-XV century,contextual,human,,,0.01520912548,BacaAmJPhysAnthropol2014,Mateusz Baca,"partial, ~252",,
CO193,"Cotahuasi, dist Huaguacotas",,,CO193_Cotahuasi_Peru_650_B2,CO193_Peru_Cotahuasi_d_650_B2,-72.65,-15.55,Peru,"Cotahuasi, dist Huaguacotas",,B2,Y,650,"1280–1320 (48.7%), 1350–1390 (46.7%)",direct_radiocarbon_dating,human,,,0.9988532802,PopovićbioRxiv2021,Danijela Popović,,,
I10759,"CRCO_3 (0197SAVA Sanaam 0197SAVA0055SADNA, trench U2, Feature find, fill 1, planum indet, curacao)",,,I10759.AG,I10759_Curacao_DeSavaan_c_650_A2+(64),-68.9564,12.14553,Curacao,"De Savaan (Dutch Caribbean, Willemstad, C-0021)",,A2+(64),Y,650,1200-1400 CE,contextual,human,11.07,,0.9844891062,FernandesSirakNature2020,harvard,,,
I11170,S11170.Y1.E1.L1,,,I11170,I11170_Cuba_CanímarAbajo_c_650_C1d1,-81.5,23.04,Cuba,Canímar Abajo,"50; C121; No, 594",C1d1,Y,650,"1135±20 BP, PSUAMS-7294",contextual,human,,,0.9974651458,FernandesSirakNature2020,Daniel Fernandes,,https://www.biorxiv.org/content/10.1101/2020.06.01.126730v1,
I2236,SC8_L214_CKA2,,,I2236.AG,I2236_Peru_Campanayuq_c_650_D1f,-73.95396,-13.65311,Peru,Campanayuq,,D1f,Y,650,1200-1400 CE,contextual,human,248,,0.9995171706,NakatsukaCell2020,harvard,,https://www.nature.com/articles/s41586-025-09731-3#data-availability,
I2563,CKA 3,,,I2563.AG,I2563_Peru_Campanayuq_c_650_B2,-73.95396,-13.65311,Peru,Campanayuq,,B2,Y,650,1200-1400 CE,contextual,human,1040,,0.999818939,NakatsukaCell2020,harvard,,https://www.nature.com/articles/s41586-025-09731-3#data-availability,
PUC22,II,,KJ467546,KJ467546,PUC22_Peru_Puca__c__650_B,-72.65,-15.55,Peru,Puca,,B,Y,650,XII-XV century,contextual,human,,,0.01520912548,BacaAmJPhysAnthropol2014,Mateusz Baca,"partial, ~252",,
PUC24,II,,KJ467541,KJ467541,PUC24_Peru_Puca__c__650_A,-72.65,-15.55,Peru,Puca,,A,Y,650,XII-XV century,contextual,human,,,0.01520912548,BacaAmJPhysAnthropol2014,Mateusz Baca,"partial, ~252",,
PUC25,II,,KJ467547,KJ467547,PUC25_Peru_Puca__c__650_B,-72.65,-15.55,Peru,Puca,,B,Y,650,XII-XV century,contextual,human,,,0.01520912548,BacaAmJPhysAnthropol2014,Mateusz Baca,"partial, ~252",,
PUC26,II,,KJ467552,KJ467552,PUC26_Peru_Puca__c__650_A,-72.65,-15.55,Peru,Puca,,A,Y,650,XII-XV century,contextual,human,,,0.01520912548,BacaAmJPhysAnthropol2014,Mateusz Baca,"partial, ~252",,
PUC28,II,,KJ467542,KJ467542,PUC28_Peru_Puca__c__650_A,-72.65,-15.55,Peru,Puca,,A,Y,650,XII-XV century,contextual,human,,,0.01520912548,BacaAmJPhysAnthropol2014,Mateusz Baca,"partial, ~252",,
PUC31,III,,KJ467551,KJ467551,PUC31_Peru_Puca__c__650_B,-72.65,-15.55,Peru,Puca,,B,Y,650,XII-XV century,contextual,human,,,0.01520912548,BacaAmJPhysAnthropol2014,Mateusz Baca,"partial, ~252",,
PUC32,III,,KJ467543,KJ467543,PUC32_Peru_Puca__c__650_A,-72.65,-15.55,Peru,Puca,,A,Y,650,XII-XV century,contextual,human,,,0.01520912548,BacaAmJPhysAnthropol2014,Mateusz Baca,"partial, ~252",,
PUC33,III,,KJ467550,KJ467550,PUC33_Peru_Puca__c__650_D,-72.65,-15.55,Peru,Puca,,D,Y,650,XII-XV century,contextual,human,,,0.01520912548,BacaAmJPhysAnthropol2014,Mateusz Baca,"partial, ~252",,
PUC54,V,,KJ467540,KJ467540,PUC54_Peru_Puca__c__650_A,-72.65,-15.55,Peru,Puca,,A,Y,650,XII-XV century,contextual,human,,,0.01520912548,BacaAmJPhysAnthropol2014,Mateusz Baca,"partial, ~252",,
PUC62,VI,,KJ467548,KJ467548,PUC62_Peru_Puca__c__650_B,-72.65,-15.55,Peru,Puca,,B,Y,650,XII-XV century,contextual,human,,,0.01520912548,BacaAmJPhysAnthropol2014,Mateusz Baca,"partial, ~252",,
PUC64,VI,,KJ467549,KJ467549,PUC64_Peru_Puca__c__650_C,-72.65,-15.55,Peru,Puca,,C,Y,650,XII-XV century,contextual,human,,,0.01520912548,BacaAmJPhysAnthropol2014,Mateusz Baca,"partial, ~252",,
Lovelock3,Lovelock3,,,Lovelock3,Lovelock3_Usa_LovelockCave_d_648_B2a1,-118.558333,39.9625,USA,"Lovelock Cave, Nevada, US",,B2a1,Y,648,"1270-1384 calCE (703±26 BP, AA-R-24199)",direct_radiocarbon_dating,human,,,0.9819542519,MorenoMayarScience2018,,,,
LAV009,3,,,LAV009.A0101.MT1.1,LAV009_St.lucia_Lavoutte_d_646_A2,-60.926,14.091,St.Lucia,Lavoutte,,A2,Y,646,676 - 570 cal BP,direct_radiocarbon_dating,human,381.2417,,1.000241415,NageleScience2020,Kathrin Nagele,,https://www.science.org/doi/10.1126/science.aba8697,
I2537,PO2,,,I2537.AG,I2537_Chile_PicaOcho_d_645_A2,-69.3346,-20.5072,Chile,"Pica Ocho / Pica 8 (Atacama Desert, Pica-Matilla oasis)",,A2,Y,645,"1230-1380 calCE (760±20 BP, PSUAMS-1870)",direct_radiocarbon_dating,human,1590,,0.999818939,PosthNakatsukaCell2018,harvard,,doi:10.1016/j.cell.2018.10.027,
I8118,ELSC_22,,,I8118.AG,I8118_DominicanRepublic_ElSoco_d_641_R,-69.187,18.447,Dominican Republic,"El Soco (southeast coast DR, San Pedro de Macorís, Ramón Santana, Playa Nueva Romana)",,R,Y,641,"1276-1384 calCE (690±20 BP, PSUAMS-7288)",direct_radiocarbon_dating,human,137,,0.999818939,FernandesSirakNature2020,harvard,,doi:10.1038/s41586-020-03053-2,
BC1,,,KJ489122,KJ489122,BC1_Peru_CentralAndes__c__635_A2,-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,A2,Y,635,1180–1450 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,,,
BC12,,,KJ489130,KJ489130,BC12_Peru_CentralAndes__c__635_B2,-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,B2,Y,635,1180–1450 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,,,
BC14,,,KJ489132,KJ489132,BC14_Peru_CentralAndes__c__635_B2,-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,B2,Y,635,1180–1450 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,,,
CO1,,,KJ489111,KJ489111,CO1_Peru_CentralAndes__c__635_B2,-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,B2,Y,635,1180–1450 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,"partial, ~388",,
CO15,,,KJ489121,KJ489121,CO15_Peru_CentralAndes__c__635_B2,-75.185483,-14.533933,Peru,"Central Andes, Southern Peru",,B2,Y,635,1180–1450 AD,contextual,human,,,0.02341722494,FehrenSchmitzPNAS2014,Lars Fehren-Schmitz2,"partial, ~388",,
